NCT Number,Title,Status,Gender,Phases,Enrollment,Locations,URL
NCT04816071,Essential Amino Acid Supplementation in Older Adult COVID-19 Patients,Not yet recruiting,All,Phase 2|Phase 3,104,"University of Arkansas for Medical Sciences, Little Rock, Arkansas, United States",https://ClinicalTrials.gov/show/NCT04816071
NCT04816630,Feasibility Study of Hematology Parameters in COVID-19 Disease,Recruiting,All,,500,"Washington University, Saint Louis, Missouri, United States",https://ClinicalTrials.gov/show/NCT04816630
NCT04816643,"Study to Evaluate the Safety, Tolerability, and Immunogenicity of an RNA Vaccine Candidate Against COVID-19 in Healthy Children <12 Years of Age",Recruiting,All,Phase 1,4644,"Center for Immunization Research Inpatient Unit, Baltimore, Maryland, United States|Boston Medical Center Investigational Pharmacy, Boston, Massachusetts, United States|Boston Medical Center, Boston, Massachusetts, United States|Clinical Research Pickett Road, Durham, North Carolina, United States|Duke Vaccine and Trials Unit, Durham, North Carolina, United States|Accessioning Unit and Repository, Durham, North Carolina, United States|Duke Investigational Drug Service Pharmacy, Durham, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Cincinnati Childrens Hospital Medical Center, Cincinnati, Ohio, United States|Cincinnati Childrens Hospital Medical Center, Cincinnati, Ohio, United States|Senders Pediatrics, South Euclid, Ohio, United States",https://ClinicalTrials.gov/show/NCT04816643
NCT04816669,"Study to Evaluate the Safety, Tolerability, and Immunogenicity of a Lyophilized Formulation of BNT162b2 Against COVID-19 in Healthy Adults",Recruiting,All,Phase 3,550,"Anaheim Clinical Trials, LLC, Anaheim, California, United States|Diablo Clinical Research, Inc., Walnut Creek, California, United States|Indago Research & Health Center, Inc, Hialeah, Florida, United States|Research Centers of America ( Hollywood ), Hollywood, Florida, United States|Clinical Neuroscience Solutions, Inc. dba CNS Healthcare, Jacksonville, Florida, United States|Clinical Neuroscience Solutions, Orlando, Florida, United States|Clinical Research Atlanta, Stockbridge, Georgia, United States|East-West Medical Research Institute, Honolulu, Hawaii, United States|Solaris Clinical Research, Meridian, Idaho, United States|Kentucky Pediatric/ Adult Research, Bardstown, Kentucky, United States|Meridian Clinical Research, LLC, Omaha, Nebraska, United States|Amici Clinical Research LLC, Raritan, New Jersey, United States|PMG Research of Wilmington, LLC, Wilmington, North Carolina, United States|Aventiv Research Inc, Columbus, Ohio, United States|Benchmark Research, Austin, Texas, United States|University of Texas Medical Branch, Galveston, Texas, United States|Texas Center For Drug Development, Inc., Houston, Texas, United States|DM Clinical Research (Administrative and Storage Office only), Tomball, Texas, United States|Martin Diagnostic Clinic, Tomball, Texas, United States|J. Lewis Research, Inc. / Foothill Family Clinic, Salt Lake City, Utah, United States|J. Lewis Research, Inc. / Foothill Family Clinic South, Salt Lake City, Utah, United States",https://ClinicalTrials.gov/show/NCT04816669
NCT04816708,A Self-directed Mobile Mindfulness Intervention to Address Distress and Burnout in Frontline Healthcare Workers,Not yet recruiting,All,Not Applicable,100,"Duke University Medical Center, Durham, North Carolina, United States",https://ClinicalTrials.gov/show/NCT04816708
NCT04818216,Nicotinamide Riboside in SARS-CoV-2 (COVID-19) Patients for Renal Protection,Not yet recruiting,All,Phase 2,100,"Icahn School of Medicine at Mount Sinai, New York, New York, United States|The University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States|Harborview Medical Center, Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04818216
NCT04818853,COVID-19 Associated Pulmonary Aspergillosis (CAPA) and Other Invasive Fungal Infections (IFI),Recruiting,All,,400,"The University of Alabama at Birmingham, Birmingham, Alabama, United States",https://ClinicalTrials.gov/show/NCT04818853
NCT04818866,International Study of Inflammation in COVID-19,Recruiting,All,,2000,"University of Michigan, Ann Arbor, Michigan, United States",https://ClinicalTrials.gov/show/NCT04818866
NCT04818892,Immunogenicity of COVID-19 Vaccine in Patients With Inflammatory Bowel Disease,Recruiting,All,,210,"University of Wisconsin, Madison, Wisconsin, United States",https://ClinicalTrials.gov/show/NCT04818892
NCT04818970,Adaptive Photo-Protection Trial (NB-UVB vs. Placebo) in High-risk Hospitalized COVID-19 Patients,Not yet recruiting,All,Not Applicable,30,"West Jefferson Medical Center and LSUHSC-NO, New Orleans, Louisiana, United States",https://ClinicalTrials.gov/show/NCT04818970
NCT04821531,Feasibility of a Self-guided Exercise Program Among Hospitalized COVID-19 Patients,Not yet recruiting,All,Not Applicable,60,"Montefiore Medical Center, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04821531
NCT04821570,To Assess Immunogenicity of Coronavirus Disease 2019 (COVID-19) Vaccine in Cancer Patients Receiving Cancer Treatment,Recruiting,All,,500,"The University of Kansas Cancer Center, Westwood Campus, Kansas City, Kansas, United States",https://ClinicalTrials.gov/show/NCT04821570
NCT04823988,"Emotional, Social, Cognitive and Behavioral Sequalae of the COVID-19 Pandemic.",Not yet recruiting,All,,3000,"National Institute of Mental Health (NIMH), Bethesda, Maryland, United States",https://ClinicalTrials.gov/show/NCT04823988
NCT04824365,Sodium Pyruvate Nasal Spray Treatment of COVID-19 and Influenza Infections,Recruiting,All,Phase 2|Phase 3,60,"Missouri State University, Springfield, Missouri, United States",https://ClinicalTrials.gov/show/NCT04824365
NCT04824443,Exercise Therapy in Cancer Patients Who Are Recovering From COVID-19,Recruiting,All,Phase 1,20,"Memoral Sloan Kettering Basking Ridge (Limited Protocol Activities), Basking Ridge, New Jersey, United States|Memoral Sloan Kettering Monmouth (Limited protocol activities), Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen (Limited Protocol Activities), Montvale, New Jersey, United States|Memorial Sloan Kettering Cancer Center @ Suffolk - Commack (Limited Protocol Activities), Commack, New York, United States|Memoral Sloan Kettering Westchester (Limited Protocol Activities), Harrison, New York, United States|Memorial Sloan Kettering Cancer Center (All Protocol Activities), New York, New York, United States|Memorial Sloan Kettering Nassau (Limited Protocol Activities), Uniondale, New York, United States",https://ClinicalTrials.gov/show/NCT04824443
NCT04826640,Observational Maternal COVID-19 Vaccination Study,Not yet recruiting,Female,,350,"Centers for Disease Control and Prevention, Atlanta, Georgia, United States|Boston Medical Center, Boston, Massachusetts, United States|Duke University, Durham, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",https://ClinicalTrials.gov/show/NCT04826640
NCT04826809,New Reusable Mask Design With Superior Filtration and Fit,Recruiting,All,Not Applicable,40,"Mayo Clinic Health System in Mankato, Mankato, Minnesota, United States",https://ClinicalTrials.gov/show/NCT04826809
NCT04828135,Dual MRI for Cardiopulmonary COVID-19 Long Haulers,Not yet recruiting,All,Phase 2,30,"Duke Asthma, Allergy, and Airway Center, Durham, North Carolina, United States",https://ClinicalTrials.gov/show/NCT04828135
NCT04828668,Study to Evaluate Benefits & Safety of Endourage Formula C™ Oral Drops in People With Post-Acute COVID-19 Syndrome.,Recruiting,All,Not Applicable,60,"Thomas P Young, PhD, NP, Novato, California, United States",https://ClinicalTrials.gov/show/NCT04828668
NCT04829188,Comparative Effectiveness of Readmission Reduction Interventions for Individuals With Sepsis or Pneumonia,Recruiting,All,Not Applicable,1668,"UPMC Presbyterian, Pittsburgh, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04829188
NCT04829552,Prophylactic Versus Therapeutic Dose Anticoagulation In COVID-19 Infection at the Time of Admission To Critical Care Units,Completed,All,,704,"Beaumont Health System (BHS), Royal Oak, Michigan, United States",https://ClinicalTrials.gov/show/NCT04829552
NCT04830046,Covid-19 Vaccine Responsiveness in MM and Waldenstrom,Not yet recruiting,All,,160,"Brigham and Women's Hospital, Boston, Massachusetts, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04830046
NCT04830735,Dasatinib for the Treatment of Moderate and Severe COVID-19,Not yet recruiting,All,Phase 2,144,"USC / Norris Comprehensive Cancer Center, Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04830735
NCT04830774,Natural History of COVID-19-Related Atrial Fibrillation,Not yet recruiting,All,Not Applicable,200,"Kansas City Heart Rhythm Institute, Overland Park, Kansas City, Kansas, United States|Montefiore Medical Center, New York, New York, United States|Texas Cardiac Arrhythmia Institute, Austin, Texas, United States|Vrije Universiteit Brussel, Brussel, Belgium|Department of Cardiovascular/Respiratory Diseases, Nephrology, Anesthesiology, and Geriatric Sciences, Policlinico Umberto I, Sapienza University of Rome, Rome, Lazio, Italy|Cardiology Unit, ASST-Fatebenefratelli Sacco, Luigi Sacco University Hospital, Milan, Italy, Milan, Lombardia, Italy|Università Politecnica delle Marche, Ancona, Italy|Ospedale San Donato, Arezzo, Italy|Ospedale di Cagliari, Cagliari, Italy|Maria Cecilia Hospital, Cotignola, Italy|Presidio Ospedaliero Lecce, Lecce, Italy|Ospedale San Raffaele, Milan, Italy|Policlinico Milano, Milan, Italy|Universita' Vanvitelli, Napoli, Italy|ARNAS Ospedale Civico, Palermo, Italy|Policlinico San Matteo, Pavia, Italy|Università di Pisa, Pisa, Italy|Ospedale Sant'Andrea, Roma, Italy|Policlinico Gemelli, Roma, Italy|Policlinico Tor Vergata, Roma, Italy|Ospedale San Bortolo, Vicenza, Italy|Cardiology University Hospital, Zürich, Switzerland|Arrhythmia and Electrophysiology Unit, Department of Cardiology, Hacettepe University School of Medicine, Ankara, Turkey",https://ClinicalTrials.gov/show/NCT04830774
NCT04832061,Respiratory Supports and COVID-19 Mortality,Completed,All,,2300,"Yale University School of Medicine, New Haven, Connecticut, United States",https://ClinicalTrials.gov/show/NCT04832061
NCT04832932,The COVID-19 Back-to-Normal Study,Not yet recruiting,All,,1000,"MEBO Research, Inc, Miami, Florida, United States|Kahite, Vonore, Tennessee, United States|Mary Washington Hospital Research, Fredericksburg, Virginia, United States|Mebo Research (Uk), London, England, United Kingdom",https://ClinicalTrials.gov/show/NCT04832932
NCT04833010,Effects of Face Masks During Exercise,Recruiting,All,Not Applicable,100,"Baylor Scott & White Sports Therapy & Research at The Star, Frisco, Texas, United States",https://ClinicalTrials.gov/show/NCT04833010
NCT04834375,Randomized Open Investigation Determining Steroid Dose,Recruiting,All,Phase 4,142,"Northwell Health, New Hyde Park, New York, United States",https://ClinicalTrials.gov/show/NCT04834375
NCT04834401,Effect of Disease Modifying Therapy on Antibody Response to COVID19 Vaccination in Multiple Sclerosis,Recruiting,All,,120,"Saint Barnabas Medical Center, Livingston, New Jersey, United States",https://ClinicalTrials.gov/show/NCT04834401
NCT04834726,COVID Vaccine Text Outreach,Not yet recruiting,All,Not Applicable,21000,"Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04834726
NCT04834869,COVID-19 Vaccines Safety Tracking (CoVaST),Recruiting,All,,30000,"American College of Physicians, Philadelphia, Pennsylvania, United States|McMaster University, Hamilton, Ontario, Canada|University of Split, Split, Croatia|Masaryk University, Brno, Czechia|University of Tartu, Tartu, Estonia|Jimma University, Jimma, Ethiopia|Justus-Liebig University Giessen, Giessen, Germany|University of Ghana, Accra, Ghana|National Institute for Medical Research Development (NIMAD), Tehran, Iran, Islamic Republic of|Sinaloa's Pediatric Hospital, Sinaloa, Mexico|Medical University of Silesia, Katowice, Poland|Nursing School of Coimbra, Coimbra, Portugal|Carol Davila University, Bucharest, Romania|University of Ljubljana, Ljubljana, Slovenia|Carlos III Health Institute, Madrid, Spain",https://ClinicalTrials.gov/show/NCT04834869
NCT04836806,Cetirizine and Famotidine for COVID-19,Not yet recruiting,All,Phase 4,160,"Emory University Hospital at Wesley Woods COVID-19 Testing Facility, Atlanta, Georgia, United States|Emory Healthcare Network Peachtree Immediate Care COVID-19 Testing Centers, Atlanta, Georgia, United States",https://ClinicalTrials.gov/show/NCT04836806
NCT04837651,Comparing the Antibody Response to COVID-19 Vaccination in Multiple Sclerosis Patients Treated With Ocrelizumab or Natalizumab,Recruiting,All,,100,"Dragonfly Research, LLC, Wellesley, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04837651
NCT04838119,Preop COVID Testing Patterns,Not yet recruiting,All,,300000,"Wake Forest Baptist Medical Center, Winston-Salem, North Carolina, United States",https://ClinicalTrials.gov/show/NCT04838119
NCT04838834,Monitoring Serologic Response to Severe Acute Respiratory Syndrome-2 (SARS-COV-2)/COVID-19 in Children,"Active, not recruiting",All,,472,"Connecticut Children's Medical Center, Hartford, Connecticut, United States",https://ClinicalTrials.gov/show/NCT04838834
